ECU_ADR;ECU_NAME;ECU_SGBD;ID_DATUM;ID_HW_NR;ID_BMW_NR;ID_SG_ADR;ECU_GRUPPE;ID_LIEF_NR;JOB_STATUS;_TEL_ANTWORT;_TEL_AUFTRAG;ECU_GROBNAME;ID_COD_INDEX;ID_DATUM_TAG;ID_LIEF_TEXT;ID_SW_NR_FSV;ID_SW_NR_MCV;ID_SW_NR_OSV;ID_SW_NR_RES;ID_VAR_INDEX;SERIENNUMMER;ID_DATUM_JAHR;ID_DIAG_INDEX;ID_DATUM_MONAT
64;Park Distance Control;PDC_E65;11.04.2002;07;6930204;100;D_PDC;11;OKAY;9F,F1,64,5A,80,00,00,06,93,02,04,07,01,04,20,42,33,20,02,04,11,11,00,05,25,06,04,01,02,03,00,00,00,00,90;;PDC;1;11;Valeo;6.4.1;0.5.37;2.3.0;0.0.0;16947;;2002;1056;4
67;Zentrale Bedieneinheit;EC_E65;30.03.2001;01;6933261;103;D_EC;22;OKAY;9F,F1,67,5A,80,00,00,06,93,32,61,01,00,05,40,41,4E,20,01,03,30,22,00,02,D4,06,43,EB,02,03,00,00,00,00,57;;ZBE;0;30;Alps;6.67.235;0.2.212;2.3.0;0.0.0;16718;;2001;1344;3
6D;Sitzmodul Fahrer;FAS_65_2;12.04.2002;09;6924878;109;D_FAS;24;OKAY;9F,F1,6D,5A,80,00,00,06,92,48,78,09,03,04,51,42,4C,20,02,04,12,24,00,05,11,06,0C,00,02,03,00,00,00,00,A7;;FAS;3;12;Temic;6.12.0;0.5.17;2.3.0;0.0.0;16972;;2002;1105;4
12;Motorelektronik ME 9  8 Zylinder N62;ME9E65_6;12.04.2002;10;7570962;18;D_MOTOR;8;OKAY;9F,F1,12,5A,80,00,00,07,57,09,62,10,01,00,0F,30,51,20,02,04,12,08,FF,FF,FF,FF,FF,FF,FF,FF,FF,00,00,00,1D;;DME/DDE;1;12;Bosch;255.255.255;255.255.255;255.255.255;0.0.0;12369;;2002;15;4
40;Car Access System;CAS;12.04.2002;02;6942487;64;D_CAS;4;OKAY;9F,F1,40,5A,80,00,00,06,94,24,87,02,03,03,10,41,48,20,02,04,12,04,00,0A,D8,06,0C,08,02,03,00,00,01,39,07;;CAS;3;12;Siemens;6.12.8;0.10.216;2.3.0;0.1.57;16712;;2002;784;4
6B;Heckklappenlift;HKL_65_2;25.05.2005;01;6980008;107;D_HKL;7;OKAY;9F,F1,6B,5A,80,00,00,06,98,00,08,01,04,04,71,4B,45,20,05,05,25,07,00,06,3A,08,00,70,03,03,02,00,00,00,9B;;HKL;4;25;Helbako;8.0.112;0.6.58;3.3.2;0.0.0;19269;;2005;1137;5
62;MOST/CAN-Gateway (im MMI);MC_GW;14.12.2001;02;6923830;98;D_MOSTGW;20;OKAY;9F,F1,62,5A,80,00,00,06,92,38,30,02,00,04,00,41,58,20,01,12,14,20,00,08,FB,06,10,01,02,03,00,00,00,00,F1;;MOSTGW;0;14;Becker;6.16.1;0.8.251;2.3.0;0.0.0;16728;;2001;1024;12
4C;Türmodul Fahrer;TMF_E65;15.02.2002;01;6945385;76;D_TMFT;4;OKAY;9F,F1,4C,5A,80,00,00,06,94,53,85,01,04,03,A0,43,30,20,02,02,15,04,00,06,89,06,0A,05,02,03,00,00,00,00,29;;TMFT;4;15;Siemens;6.10.5;0.6.137;2.3.0;0.0.0;17200;;2002;928;2
70;Lichtmodul;LM_E65_2;12.04.2002;09;6924560;112;D_LM;9;OKAY;9F,F1,70,5A,80,00,00,06,92,45,60,09,06,04,A1,41,30,20,02,04,12,09,00,06,44,06,0B,00,02,03,01,00,00,00,DE;;LM;6;12;Loewe => Lear;6.11.0;0.6.68;2.3.1;0.0.0;16688;;2002;1185;4
43;Powermodul;POW_E65;11.01.2002;C4;6935431;67;D_POW;3;OKAY;9F,F1,43,5A,80,00,00,06,93,54,31,C4,03,03,41,42,34,20,02,01,11,03,00,09,00,06,32,00,02,03,00,00,00,00,C9;;POW;3;11;Hella;6.50.0;0.9.0;2.3.0;0.0.0;16948;;2002;833;1
63;Mensch Maschine Interface Grafikteil;MMI_GT;22.04.2002;02;6941644;99;D_MMI;20;OKAY;9F,F1,63,5A,80,00,00,06,94,16,44,02,02,04,10,41,5A,20,02,04,22,20,00,08,FB,06,84,05,FF,FF,FF,06,09,01,7B;;MMI/CCC;2;22;Becker;6.132.5;0.8.251;255.255.255;6.9.1;16730;;2002;1040;4
23;Aktive Rollstabilisierung;ARS_E65;12.04.2002;C1;6762208;35;D_ARS;24;OKAY;9F,F1,23,5A,80,00,00,06,76,22,08,C1,0B,02,50,41,31,20,02,04,12,24,00,05,30,06,0D,00,02,03,0C,03,07,02,84;;ARS/SVT;11;12;Temic;6.13.0;0.5.48;2.3.12;3.7.2;16689;;2002;592;4
18;Getriebesteuergerät GS19;GS19;01.04.2000;40;7534928;24;D_EGS;47;OKAY;A5,F1,18,5A,80,00,00,07,53,49,28,40,00,02,00,32,4C,20,00,04,01,47,00,09,EE,06,FF,FF,03,00,0B,00,00,00,00,00,07,51,80,81,E1;;EGS;0;1;ZF;6.255.255;0.9.238;3.0.11;0.0.0;12876;;2000;512;4
4E;Türmodul Fahrer hinten;TMFHE65;14.03.2002;01;6945386;78;D_TMFTH;9;OKAY;9F,F1,4E,5A,80,00,00,06,94,53,86,01,04,03,C0,43,31,20,02,03,14,09,00,06,8A,06,0A,05,02,03,00,00,00,00,53;;TMFTH;4;14;Loewe => Lear;6.10.5;0.6.138;2.3.0;0.0.0;17201;;2002;960;3
78;Klimabedienteil;IHKA65;18.04.2002;04;6932149;120;D_KLIMA;21;OKAY;9F,F1,78,5A,80,00,00,06,93,21,49,04,03,04,C0,41,34,20,02,04,18,21,00,08,F0,06,20,FF,02,03,00,00,00,00,A6;;KLIMA;3;18;Preh;6.32.255;0.8.240;2.3.0;0.0.0;16692;;2002;1216;4
42;Chassis Integration Modul;CIM;05.04.2002;21;6764527;66;D_CIM;24;OKAY;9F,F1,42,5A,80,00,00,06,76,45,27,21,03,03,30,41,49,20,02,04,05,24,00,08,E4,06,04,02,02,03,00,00,00,00,C1;;CIM;3;5;Temic;6.4.2;0.8.228;2.3.0;0.0.0;16713;;2002;816;4
29;Dynamische Stabilitätskontrolle;DSC_E65;02.04.2002;01;6760962;41;D_DSC;8;OKAY;9F,F1,29,5A,80,00,00,06,76,09,62,01,00,02,70,00,01,20,02,04,02,08,00,06,24,06,2F,00,00,00,00,00,00,00,7D;;DSC;0;2;Bosch;6.47.0;0.6.36;0.0.0;0.0.0;1;;2002;624;4
4D;Türmodul Beifahrer;TMB_E65;15.02.2002;01;6945383;77;D_TMBT;4;OKAY;9F,F1,4D,5A,80,00,00,06,94,53,83,01,04,03,B0,42,59,20,02,02,15,04,00,06,87,06,0A,05,02,03,00,00,00,00,5E;;TMBT;4;15;Siemens;6.10.5;0.6.135;2.3.0;0.0.0;16985;;2002;944;2
4F;Türmodul Beifahrer hinten;TMBHE65;26.03.2002;01;6945384;79;D_TMBTH;9;OKAY;9F,F1,4F,5A,80,00,00,06,94,53,84,01,04,03,D0,42,5A,20,02,03,26,09,00,06,88,06,0A,05,02,03,00,00,00,00,9A;;TMBTH;4;26;Loewe => Lear;6.10.5;0.6.136;2.3.0;0.0.0;16986;;2002;976;3
60;Instrumentenkombi;KOMB65_2;19.04.2002;10;6969024;96;D_KOMBI;10;OKAY;9F,F1,60,5A,80,00,00,06,96,90,24,10,06,03,F3,41,33,20,02,04,19,10,00,0E,87,06,11,16,23,F2,05,06,11,04,E0;;KOMBI;6;19;VDO;6.17.22;0.14.135;35.242.5;6.17.4;16691;;2002;1011;4
1B;Variabler Ventiltrieb Bank 1 8 Z. N62, 12 Zyl. N73;VVT_B1_0;22.12.2011;20;7575656;27;D_VVT;10;OKAY;9F,F1,1B,5A,80,00,00,07,57,56,56,20,00,00,14,39,32,20,11,12,22,10,00,06,8F,06,FF,FF,00,FF,FF,00,00,00,3A;;VVT;0;22;VDO;6.255.255;0.6.143;0.255.255;0.0.0;14642;;2011;20;12
37;Top HIFI Verstärker;AMP_E65;15.11.2001;03;6941681;55;D_AMP;20;OKAY;9F,F1,37,5A,80,00,00,06,94,16,81,03,00,02,A0,41,41,20,01,11,15,20,00,06,91,07,05,00,FF,FF,FF,00,00,00,00;;AMP;0;15;Becker;7.5.0;0.6.145;255.255.255;0.0.0;16705;;2001;672;11
3F;Audio System Kontroller;ASK_E65;29.11.2006;14;6977634;63;D_ASK;20;OKAY;9F,F1,3F,5A,80,00,00,06,97,76,34,14,04,03,00,52,46,20,06,11,29,20,00,06,12,08,AA,03,FF,FF,FF,00,00,00,ED;;ASK;4;29;Becker;8.170.3;0.6.18;255.255.255;0.0.0;21062;;2006;768;11
1E;Variabler Ventiltrieb Bank 2 8 Z. N62, 12 Zyl. N73;VVT_B2_0;22.12.2011;20;7575656;30;D_VVT2;10;OKAY;9F,F1,1E,5A,80,00,00,07,57,56,56,20,00,00,14,39,32,20,11,12,22,10,00,06,8F,06,FF,FF,00,FF,FF,00,00,00,3D;;VVT2;0;22;VDO;6.255.255;0.6.143;0.255.255;0.0.0;14642;;2011;20;12
35;Sprachverarbeitungssystem;SVS_E65;05.04.2002;02;6923692;53;D_SVS;24;OKAY;9F,F1,35,5A,80,00,00,06,92,36,92,02,00,05,30,42,46,20,02,04,05,24,00,06,76,07,02,00,FF,FF,FF,00,00,00,8F;;SVS;0;5;Temic;7.2.0;0.6.118;255.255.255;0.0.0;16966;;2002;1328;4
47;Antennentuner;ANT_E65;10.04.2002;44;6976779;71;D_ANTTU;10;OKAY;9F,F1,47,5A,80,00,00,06,97,67,79,44,03,03,80,41,45,20,02,04,10,10,00,06,10,06,09,04,FF,FF,FF,00,00,00,EA;;ANTTU;3;10;VDO;6.9.4;0.6.16;255.255.255;0.0.0;16709;;2002;896;4
3C;Audio CD-Changer;CDC_E65;20.02.2002;13;6923547;60;D_CDC;17;OKAY;9F,F1,3C,5A,80,00,00,06,92,35,47,13,00,02,F0,44,50,20,02,02,20,17,00,07,E9,06,03,08,FF,FF,FF,00,00,00,AC;;CDC;0;20;Alpine;6.3.8;0.7.233;255.255.255;0.0.0;17488;;2002;752;2
36;Telefon US Variante;TEL_USA;29.05.2002;36;6929241;54;D_TEL;23;OKAY;9F,F1,36,5A,80,00,00,06,92,92,41,36,01,02,98,43,44,20,02,05,29,23,00,06,86,06,08,07,FF,FF,FF,00,00,00,74;;TEL/MULF;1;29;Motorola;6.8.7;0.6.134;255.255.255;0.0.0;17220;;2002;664;5
3B;Navigation ECE/US;NAV_E65;19.12.2003;40;6961859;59;D_NAV;10;OKAY;9F,F1,3B,5A,80,00,00,06,96,18,59,40,04,02,E0,42,31,20,03,12,19,10,00,06,76,08,04,04,FF,FF,FF,00,00,00,32;;NAV;4;19;VDO;8.4.4;0.6.118;255.255.255;0.0.0;16945;;2003;736;12
;;;;;;;;;OKAY;;;;;;;;;;;;;;;
